,Alabama,Alaska,American Samoa,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Northern Mariana Islands,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virgin Islands,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2020-09-25,150658,7254,0,216367,79946,803660,67905,56587,20085,15163,695887,312514,2286,11891,39757,286332,115407,85031,56425,65066,163928,5234,122359,129481,133377,94189,96032,121456,11564,43162,77753,8085,202100,28487,453755,206549,19885,69,148894,82520,32314,159014,44905,24181,143902,20554,189454,751068,68530,1731,1296,144294,85226,14962,110828,5420
2020-09-26,151591,7367,0,216826,80755,807451,68489,56587,20156,15215,698682,313873,2286,12018,40296,288773,116549,85908,56653,66036,163928,5258,122972,130050,134373,95659,96677,123506,11907,43596,78355,8121,202850,28692,454760,207774,20380,70,150009,83510,32581,159933,45413,24181,145273,21133,190891,754311,69547,1739,1317,145267,85830,15167,113645,5465
2020-09-27,152321,7481,0,217237,81242,809890,69058,56587,20260,15250,700564,314685,2286,12116,40501,290373,117450,86624,56874,66491,164851,5287,123403,130642,134373,96734,96859,125026,12107,44063,78728,8172,203548,28844,455626,208566,20724,70,150809,84333,32820,160744,46304,24181,145887,21541,192995,758756,70615,1742,1317,146001,86269,15351,115862,5633
2020-09-28,152983,7597,0,217510,82049,812711,69469,57147,20389,15264,701302,315281,2286,12203,40923,292082,118322,87257,57963,66939,165091,5300,123880,131072,135702,97638,97049,126265,12413,44578,79191,8208,204107,28985,456460,209718,20983,70,151802,85194,32994,161594,47422,24424,146455,21738,193732,761198,71442,1745,1318,146444,86638,15516,117588,5754
2020-09-29,153554,7722,0,218184,82755,815654,70004,57329,20531,15300,704568,316306,2443,12290,41434,293448,119066,88235,58350,67856,165624,5337,124311,131584,136820,98447,97638,126531,12724,45044,79595,8233,204563,29157,457649,210543,21401,70,152907,86219,33291,163180,48467,24556,147634,21997,194611,767264,72136,1749,1318,147345,87042,15693,119955,5821
2020-09-30,154701,7824,0,218507,83697,819115,70515,57550,20613,15326,706516,318026,2488,12410,42048,295720,120019,89247,59040,68840,166033,5389,124725,132116,138014,99134,98190,126715,13071,45564,79980,8266,205275,29435,458649,210632,21846,70,153987,87199,33509,164099,48755,24748,147942,22389,196139,773019,73042,1752,1318,148092,87522,15850,122274,5948
2020-10-01,155744,7948,0,219212,84821,822205,71197,57742,20787,15358,709144,319359,2488,12515,42561,297884,121176,90428,59514,69728,166584,5428,125510,132870,139012,100200,98886,126906,13500,46185,80410,8317,205889,29661,460031,212898,22218,73,155314,88369,33862,165044,49067,24914,148323,23136,197432,776736,74050,1755,1326,148536,88116,16026,125161,6083
2020-10-02,156698,8073,0,219763,85779,826013,71876,58297,20937,15423,711804,320634,2488,12601,43238,300340,122640,91482,60468,70727,167401,5466,126222,133631,139996,101366,99558,130981,13855,46977,81182,8534,206629,30000,461629,214684,22694,73,156809,89559,34163,166238,49747,25076,149185,23522,198403,782306,75157,1768,1326,149490,88810,16307,127906,6214
2020-10-03,158380,8217,0,220399,86525,829521,72533,58297,21125,15473,714591,322169,2617,12734,43702,302782,124059,92301,60725,72001,167401,5484,126819,134303,141271,102787,100167,132630,14356,47403,81708,8597,207576,30296,463360,216886,23134,73,157966,90748,34511,166238,50375,25076,150891,23986,199595,787425,76225,1778,1327,150583,89419,16481,130798,6365
2020-10-04,159169,8405,0,220754,87013,832713,73054,58297,21243,15519,716459,322925,2617,12804,43964,304235,125146,92744,60980,72617,168294,5519,127290,134947,141271,103826,100488,134079,14635,47807,82100,8645,208202,30477,464582,217496,23550,73,158907,90748,34770,168126,50675,25076,151582,24418,201210,790194,77618,1785,1327,151642,89874,16635,132663,6504
2020-10-05,159713,8613,0,221070,87430,835507,73515,59120,21363,15547,717874,323714,2753,12854,44422,306088,125976,93260,61831,73158,168512,5544,127791,135462,142726,104799,100703,135374,14847,48259,82437,8645,208713,30632,465515,219754,23862,75,159964,91982,35049,169101,51305,25419,152159,24598,203699,794319,78723,1817,1322,152322,90276,16749,134359,6629
