,Alabama,Alaska,American Samoa,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Northern Mariana Islands,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virgin Islands,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2020-07-08,46962,1222,0,108614,25246,292560,35099,47108,12462,10642,223783,103890,307,1094,8969,150554,49063,32624,17332,17919,70151,3460,70861,105926,74551,39589,32888,25590,1371,20425,24301,5952,174039,14017,398929,80209,3971,31,60181,17894,10817,96725,8745,17204,48909,7242,55986,224929,26755,1256,122,67375,37941,3707,33154,1740
2020-07-09,49174,1268,0,112671,26052,302484,35507,47209,12531,10679,232718,106727,309,1130,9429,151572,49575,33254,17785,18245,71994,3486,71447,106201,75063,40163,33591,26410,1466,20623,24904,5973,174270,14251,399513,82222,4071,31,61331,18497,11188,97542,8862,17243,50691,7336,57591,236541,27356,1272,144,67988,38581,3826,33908,1769
2020-07-10,50508,1323,0,116892,26803,310885,36173,47287,12652,10743,244151,111217,310,1158,9929,152899,50300,34172,18303,18672,74636,3499,71910,106447,75685,40767,34622,27069,1593,20777,25908,5991,174628,14549,400299,84493,4155,31,62856,19092,11454,98482,9137,17312,52419,7401,59546,245920,28223,1277,153,68931,39218,3983,34753,1790
2020-07-11,51947,1385,0,119930,27864,318761,36573,47287,12743,10801,254511,114401,310,1200,10506,154094,51079,34658,18687,19121,76803,3520,72467,106573,76370,41571,35419,27606,1677,20998,26838,6024,174959,14773,401029,86492,4243,33,64214,19779,11851,99216,9366,17312,54699,7454,61006,254415,28855,1283,167,69782,39218,4146,35679,1839
2020-07-12,53587,1479,0,122467,28367,324543,36895,47287,12804,10847,269811,116935,310,1220,10903,155048,51612,35410,18981,19389,78122,3539,73109,106675,76776,42281,36287,27880,1758,21172,27683,6054,175298,15028,401706,88316,4334,33,65592,20235,12170,99794,9654,17312,56648,7499,61960,262762,29484,1296,181,70670,40656,4244,36448,1862
2020-07-13,55545,1539,0,123824,28939,333357,37218,47510,12879,10906,282435,120572,312,1243,11404,155931,52037,35631,19645,19653,79827,3558,73527,106977,77198,42772,36680,28289,1843,21399,28515,6068,175522,15291,402263,90397,4442,33,66853,20746,12438,100330,10010,17487,58168,7524,65274,269778,30030,1301,206,71642,41757,4313,36942,1903
2020-07-14,57255,1579,0,128097,29812,346211,37668,47530,12969,10946,291629,123963,312,1264,11720,156638,52685,35866,19887,20223,82042,3566,74260,107214,77864,43170,37542,29240,1952,21717,29619,6091,175915,15514,403175,92334,4493,36,67995,21740,12805,101266,10123,17588,60389,7572,66788,279577,30478,1305,206,72443,42304,4407,37906,1950
2020-07-15,59067,1631,0,131354,30297,354885,38137,47636,13050,11026,301810,127838,313,1292,12449,157825,53370,36536,20349,20677,84131,3578,75016,107532,78913,43742,38567,30057,2096,21979,30468,6113,176278,15841,404006,94365,4565,36,69311,22814,13081,102269,10379,17640,62245,7652,69061,290892,30891,1318,243,73527,43046,4557,38727,1985
2020-07-16,61088,1693,0,134613,31114,364706,38708,47750,13114,11076,315775,131287,314,1311,13134,159082,54080,37350,20817,21083,86411,3598,75664,107778,79839,44347,39797,30873,2231,22134,31915,6139,176501,16138,404775,96331,4668,37,70601,23440,13509,103075,10574,17711,64083,7694,71540,305854,31845,1325,249,74431,44313,4657,39627,2026
2020-07-17,63091,1734,0,138523,31762,373259,39326,47893,13337,11115,327241,135192,314,1334,13753,160509,54813,37903,21388,21605,88590,3636,76371,108023,80593,45013,40829,31738,2366,22361,33295,6165,176551,16456,405551,98698,4792,37,72280,24140,13802,104079,11120,17793,66060,7789,73819,317768,32572,1334,263,75433,45067,4783,40507,2069
2020-07-18,65234,1796,0,141265,32533,380745,39770,47893,13429,11194,337569,139880,314,1354,14303,161785,55654,38313,21693,22184,88590,3645,77206,108158,81338,45470,41846,32704,2471,22481,34477,6188,176814,16736,406305,100494,4907,37,73821,25057,14149,104780,11453,17793,67612,7862,76336,327106,33332,1338,283,76373,46026,4894,41485,2108
2020-07-19,67011,1875,0,143624,33228,386906,40124,47893,13519,11261,350047,143129,314,1381,14874,162750,56571,38813,21996,23161,91706,3687,78131,108252,81868,46204,42638,33521,2533,22583,35765,6203,176783,16971,406807,101815,5019,37,74932,25266,14579,105384,12063,17793,69986,7906,78115,335257,34117,1350,283,77430,46946,4990,42315,2126
2020-07-20,68891,1950,0,145183,33927,397870,40548,48055,13624,11339,360394,145582,319,1393,15268,163922,57206,39343,22656,23414,94892,3711,78685,108545,82395,47107,43889,34102,2620,22847,36713,6249,176963,17215,407326,103730,5126,38,76168,25436,14847,106405,12461,17904,71445,7943,79754,343783,34526,1360,304,78375,47743,5084,43018,2187
2020-07-21,70358,2042,0,148683,34655,409305,41041,48096,13746,11427,369834,148988,319,1418,15823,164864,57916,39721,22929,24060,96583,3723,79545,108836,83059,47457,45524,35194,2711,23190,37528,6262,177256,17517,408181,105565,5207,38,77215,26326,15139,107460,12940,17986,73337,8019,81944,351071,35012,1366,304,79371,48575,5172,44135,2238
2020-07-22,71813,2131,0,150609,35246,421286,41680,48223,13792,11529,379619,152302,330,1435,16322,166475,58673,40208,23481,24540,99354,3722,80172,109126,83730,47961,47071,36497,2812,23486,38657,6295,177645,17828,408886,108017,5367,38,78742,27298,15393,108223,13038,18062,75042,8077,84417,363615,35578,1366,320,80393,49247,5212,44847,2288
2020-07-23,74212,2193,0,152944,36259,430773,42295,48232,13924,11571,389868,156607,337,1490,16737,168096,59602,40796,23956,25147,101650,3737,80836,109428,84431,48721,48053,38060,2909,23818,39919,6318,177887,18163,409697,110269,5493,38,80186,27969,15713,109105,13473,18148,76606,8143,86987,373037,36099,1377,336,81237,50009,5452,45899,2347
2020-07-24,76005,2249,0,156301,37249,440185,42962,48776,14202,11649,402312,161420,337,1549,17265,169696,60598,41434,24554,25932,103734,3757,81766,109710,85072,49488,49585,39635,3038,24174,40885,6375,178345,18475,410450,112320,5614,38,81746,29116,16104,110292,13967,18224,78607,8200,89078,380364,36962,1385,352,82364,50824,5653,46917,2405
2020-07-25,78130,2339,0,160041,37981,446452,43771,48776,14175,11717,414511,165188,337,1620,17826,171122,61520,41886,25009,26764,103734,3790,83054,109894,85622,50291,50981,41034,3259,24395,41816,6415,178858,18788,411200,114127,5736,40,83184,30081,16492,111115,14540,18224,80008,8305,90796,390286,37623,1396,352,83609,51849,5775,47870,2446
2020-07-26,79294,2525,0,162014,38623,452288,44318,48776,14290,11780,423855,167953,337,1683,18178,172663,62372,42357,25290,27082,107574,3814,83748,110037,86661,51153,52154,42160,3341,24618,42843,6436,179363,19042,411736,115718,5876,40,84073,31285,16758,111745,15143,18224,81199,8395,93936,394084,37973,1400,352,84567,52635,5889,48827,2475
2020-07-27,81115,2623,0,163827,39447,458121,44547,48983,14406,11858,432747,170843,349,1711,18692,173894,62907,42696,25804,27586,109917,3832,84876,110422,87173,51803,52781,43489,3380,24899,43831,6441,179812,19502,412344,117767,5986,40,85177,32685,17088,112995,15431,18515,82417,8444,96489,400336,38409,1402,364,86072,53321,5999,49417,2520
2020-07-28,82366,2730,0,165934,40181,470762,45296,49077,14476,11945,441977,175052,351,1757,19220,174968,63678,42928,26058,28111,111038,3838,85524,110778,87958,52281,54085,45181,3474,25157,44936,6500,180295,19791,412878,119375,6141,40,86497,33775,17408,114083,15840,18725,84109,8492,99044,408493,38855,1405,375,86994,54205,6120,50179,2589
2020-07-29,83782,2798,0,168273,40968,484913,45778,49540,14602,11999,451423,178323,354,1865,19674,176363,64299,43623,26591,28727,112773,3866,86285,111129,88974,52947,55804,46942,3676,25422,45806,6513,180600,20136,413593,121739,6227,42,87893,34623,17721,114939,16061,18800,85846,8641,100822,418995,39194,1406,385,87993,54985,6277,51049,2628
2020-07-30,85762,2879,0,170798,41759,492934,46186,49670,14689,12057,461379,182286,356,1989,20242,178135,65253,44285,26885,29386,114481,3888,87177,111483,89781,53692,57579,49139,3814,25766,46824,6544,180970,20388,414370,123690,6301,42,89626,35740,18131,115807,16572,18950,87572,8685,102871,428229,39696,1407,385,88904,55803,6375,52108,2686
2020-07-31,87723,2990,0,174010,42511,500556,46791,49810,14788,12126,470386,186352,356,2111,20716,180115,66154,44753,27364,30151,116280,3912,88346,111836,90574,54463,58747,50616,3965,26211,48088,6583,181660,20600,415014,125678,6469,42,91159,36487,18492,116787,16781,19022,89016,8764,105959,438293,40196,1414,406,89888,55803,6579,52940,2726
2020-08-01,89349,3136,0,177002,43173,506613,47249,49810,14877,12205,480028,190012,356,2197,21110,181754,67122,45293,27592,30723,116280,3937,89365,111988,91332,55188,59881,51632,4081,26391,49074,6614,182029,20796,415767,127080,6602,44,92087,37731,18817,117468,17872,19022,90599,8867,108184,444738,40702,1421,421,90801,57541,6738,54002,2769
2020-08-02,91444,3280,0,178467,43810,512175,47709,49810,14949,12274,487132,193177,368,2242,21110,183224,67857,45723,27871,31185,119747,3958,90274,112109,91758,55947,60553,52184,4193,26702,50205,6634,182350,21016,416298,128450,6660,45,93031,38225,19097,118033,18411,19022,91788,8955,109627,448145,41175,1426,421,91782,58173,6858,54924,2808
2020-08-03,92661,3341,0,179497,44597,516851,47950,50062,15055,12313,491884,195435,375,2448,21670,184522,68433,45905,28432,31508,120846,3970,91144,112490,92374,56560,61125,53214,4233,26956,51199,6660,182614,21130,416843,130030,6785,46,93963,38602,19366,118894,18791,19246,92951,9020,110636,456624,41529,1427,439,93106,58715,6978,55328,2848
2020-08-04,93702,3394,0,180505,45381,526685,48376,50110,15137,12398,497330,197948,389,2591,22236,185993,69255,46231,28782,32197,124461,3977,91854,112814,93175,57162,62199,54422,4314,27178,52179,6693,182970,21340,417589,131257,6933,46,95106,39463,19699,119724,19324,19390,94190,9079,112441,466032,41907,1431,463,94251,59379,7059,56056,2884
2020-08-05,94654,3448,0,182203,46293,530606,48970,50225,15296,12443,502739,201713,397,2763,22708,187752,69975,46836,29256,32741,125943,3994,92426,113161,93893,57779,63444,55614,4429,27489,52828,6719,183327,21566,418225,133210,7057,46,96305,40564,19978,120446,19651,19481,95472,9168,114098,476999,42328,1436,481,95049,60084,7162,56940,2923
2020-08-06,96592,3483,0,183656,47028,541339,49418,50245,15365,12518,510389,204895,411,2914,23401,189705,71015,47559,29617,33254,127246,3999,93005,113543,94656,58640,64400,56773,4602,27821,53557,6742,183701,21773,418928,135076,7177,47,97471,41401,20224,121247,19934,19611,96797,9273,116350,483920,42915,1445,501,95867,60917,7278,57779,2953
2020-08-07,98301,3536,0,185053,48039,546814,49875,50320,15445,12589,518075,209004,411,3115,23925,191808,72254,48040,30137,33796,128746,4016,93806,113868,95470,59185,65436,57837,4757,28104,54533,6779,184061,21965,419642,136862,7327,47,98675,42255,20635,122028,20686,19738,98219,9371,118782,491304,43375,1448,522,97882,61587,7452,58768,3000
2020-08-08,100173,3613,0,186107,48811,554388,50306,50320,15502,12653,526577,213427,411,3346,24497,193998,73287,48535,30463,34578,128746,4028,94581,114050,96191,60101,66646,58021,4889,28245,55419,6818,184429,22115,420345,138227,7508,48,99969,43080,21010,122665,21424,19738,99460,9477,120585,497632,43751,1454,528,99189,62523,7563,59933,3015
2020-08-09,101334,3711,0,186923,49383,559746,50642,50320,15575,12753,532806,216596,418,3498,24675,195380,74328,48919,30662,34982,131399,4044,95503,114152,96726,60898,67173,59383,4952,28432,56230,6835,184773,22315,420860,139040,7596,48,100848,43566,21272,123312,22121,19738,100435,9605,122712,503328,44127,1459,528,100086,63072,7695,60554,3050
2020-08-10,103020,3774,0,187523,50028,574231,51020,50567,15634,12807,536961,219025,418,3638,25104,196699,74992,49165,31183,35254,131961,4051,96258,114532,97306,61516,67649,60359,5017,28696,56972,6840,185031,22444,421336,140375,7713,49,101731,43963,21488,124221,22821,19934,101159,9663,123914,509581,44390,1462,547,100749,63647,7757,61061,3042
2020-08-11,103851,3819,0,188737,50411,578946,51422,50684,15699,12896,542792,222588,449,3756,25598,198248,75862,49521,31468,35793,133125,4052,96843,114839,98213,61839,68293,61440,5104,29030,57520,6861,185475,22643,422003,141736,7885,49,102826,44728,21774,125016,23403,20053,102130,9713,124915,517700,44752,1472,576,101745,64151,7879,61785,3073
2020-08-12,104786,3879,0,189443,51096,591376,51737,50706,15765,12959,550901,226153,449,3958,26134,199893,76522,49973,32097,36945,134304,4070,97384,115152,98689,62303,69374,62956,5268,29244,58048,6887,185938,22816,422703,143513,7970,49,104248,45398,22022,125918,24074,20129,102974,9815,126393,523977,45090,1478,639,102521,64702,8018,62263,3086
2020-08-13,105557,3963,0,190794,51766,597984,52200,50782,15967,13024,557137,228668,477,4312,26629,201727,77565,50373,32484,37686,135439,4089,98160,115521,99856,62993,69986,64429,5407,29660,58650,6921,186594,22987,423440,145082,8171,49,105426,46103,22300,126905,24446,20240,103909,9897,128511,530857,45424,1484,682,103622,65339,8163,63206,3119
2020-08-14,106309,4073,0,191721,52392,613101,52519,50897,16340,13118,563285,231895,502,4543,27171,204023,78632,51247,33030,38298,136737,4116,98875,115882,100724,63723,70930,65793,5541,29988,59749,6964,187164,23160,424167,146679,8322,50,106557,46897,22613,127732,25128,20335,104841,10024,130458,539673,45976,1501,704,104838,66139,8277,64227,3183
2020-08-15,107580,4156,0,192654,51992,617994,52819,50897,16396,13159,569637,235168,502,4825,27475,205851,79676,52065,33885,38930,136737,4144,99693,116058,101782,64413,71755,67004,5659,30241,60608,6980,187442,23302,424901,148020,8444,50,107674,47798,23018,128531,25695,20335,105882,10118,131747,546552,46321,1509,734,105750,66885,8462,65056,3227
2020-08-16,108433,4259,0,193537,52665,623873,53157,50897,16451,13220,573416,237030,502,5042,27656,207412,80415,52447,33885,38930,137918,4168,100212,116179,102259,65152,72136,68196,5750,30372,61305,6988,187455,23408,425508,148906,8587,50,108287,48342,23262,129070,26006,20335,106497,10274,133708,555394,46652,1515,741,106687,67461,8567,65741,3286
2020-08-17,109004,4309,0,194005,53077,629415,53351,51267,16536,13273,576094,238861,577,5215,27937,209185,81006,52829,34614,39691,138485,4197,100715,116561,102749,65716,72412,69225,5792,30563,61967,7004,187767,23500,425916,150163,8647,54,109062,48711,23451,129647,26760,20572,106953,10360,134744,561110,46894,1527,760,107421,67721,8641,66196,3331
2020-08-18,110361,4371,0,194920,53487,638140,53612,51255,16593,13325,579932,241677,599,5349,28321,210924,81847,53201,34874,40299,139125,4213,101235,116958,103402,66092,73207,70055,5846,30825,62639,7017,188098,23579,426571,151542,8782,54,109910,49312,23676,130247,27713,20692,107672,10441,135770,568812,47157,1530,796,108282,68263,8738,66196,3360
2020-08-19,111478,4438,0,195557,54216,647274,53882,51314,16643,13354,584047,243982,599,5609,28680,213220,82336,53523,35419,40926,139903,4235,101649,117301,104091,66618,74555,71285,5956,31040,63028,7036,188427,23749,427202,153591,8968,54,110881,49923,23870,130905,27934,20795,108411,10566,137800,574633,47521,1533,828,109019,68689,8807,67493,3431
2020-08-20,112449,4520,0,196280,54765,652267,54211,51432,16718,13409,588602,246741,704,5844,29110,215052,83277,54533,35907,41626,140821,4253,102229,117662,104618,67308,75449,72353,6072,31348,63584,7050,188527,23951,427803,155580,9242,54,112003,50669,24165,131692,28143,20871,109320,10691,139175,579892,47982,1537,869,109879,69389,8987,68233,3457
2020-08-21,113632,4588,0,196899,55652,658900,54211,51519,16770,13469,593286,249630,767,6072,29364,217345,84317,55331,36895,42265,141720,4286,102899,117962,104618,68133,76323,73623,6216,31626,64433,7071,188817,24095,428512,157370,9474,54,113046,51746,24421,132417,28846,21022,110378,10884,140844,585562,48445,1541,932,110857,69779,9077,69059,3524
2020-08-22,114532,4677,0,197895,56199,664435,54864,51519,16828,13534,597597,252222,767,6356,29659,219701,85317,55996,37388,43066,141720,4318,103523,118127,106044,68867,77268,74952,6376,31780,65069,7094,189346,24302,429165,158889,9736,54,114165,52599,24710,133160,29577,21022,111295,11135,142083,589279,48814,1553,960,112068,70595,9185,70009,3543
2020-08-23,115060,4741,0,198103,56574,669280,55123,51519,16895,13590,600571,253949,767,6600,29845,221594,85932,56446,37658,43066,142943,4336,104102,118237,106808,69584,77894,75783,6429,31889,65601,7107,189494,24396,429737,160106,9876,54,114802,53165,24937,133679,29896,21022,111988,11276,143937,594035,49115,1557,980,112960,71012,9273,70462,3578
2020-08-24,116710,4810,0,198414,56894,675561,55321,52011,16942,13639,602829,256253,907,6769,30057,223206,87592,56909,38546,43898,143566,4357,104669,118650,107686,70298,78405,76597,6489,32047,66010,7140,189719,24542,430145,161601,10000,54,115651,53522,25155,134204,30618,21302,112551,11425,144604,598262,49364,1566,984,113623,71371,9315,70854,3603
2020-08-25,117242,4843,0,199273,57374,681032,55780,52040,16962,13684,605502,258354,984,6984,30465,224887,88421,57606,38861,44568,144116,4369,105046,119054,108637,70707,79206,77390,6624,32348,66413,7156,190021,24606,430774,162995,10229,54,116495,54172,25391,134760,30720,21372,113488,11505,145417,604328,49767,1572,998,114626,71705,9399,71492,3632
2020-08-26,119254,4895,0,199459,58023,687004,55973,52220,16986,13684,608722,260590,1120,7260,30771,227043,89359,58807,39880,45230,144960,4389,105486,119455,109480,71236,80110,78743,6785,32727,66666,7156,190306,24732,431340,165156,10467,54,117584,54838,25571,135279,30744,21454,114093,11571,147353,610648,50174,1577,1030,115448,72161,9544,72260,3680
2020-08-27,121023,4974,0,200139,58745,691821,56323,52350,16976,13794,611991,263074,1232,7566,31113,228750,90504,61488,40360,45978,145637,4414,106063,119832,110343,72390,80695,80214,6929,33101,67220,7194,190613,24920,432131,167143,10800,54,118828,55550,25761,135912,31383,21589,114598,12194,149179,614549,50557,1586,1052,116569,72703,9633,73138,3733
2020-08-28,122185,5092,0,200658,59583,697385,56753,52495,17083,13851,615806,265372,1287,7830,31376,231186,91313,62828,41050,46757,146243,4436,106664,120208,111136,73240,81294,81672,7063,33436,67852,7216,190971,25042,432767,168682,11110,54,120124,56260,26054,136781,31988,21683,115951,12517,150815,619354,50948,1589,1075,117578,73301,9826,73981,3803
2020-08-29,123889,5182,0,201287,60378,702038,57020,52495,17349,13925,619003,267758,1287,8139,31668,233066,92434,63612,41595,47577,146243,4492,107294,120411,111136,74257,82029,83168,7251,33753,68461,7246,191320,25178,433402,170377,11484,56,121320,57353,26293,137576,32550,21683,117249,12942,152280,626751,51406,1605,1118,118794,73879,9970,74800,3795
2020-08-30,125235,5226,0,201661,60856,705951,57203,52495,17343,13959,621586,268973,1287,8339,31858,235058,93313,64599,41761,48031,147867,4514,107791,120568,112526,75189,82676,84474,7340,34046,68908,7254,191611,25283,434100,171487,11702,56,122260,58119,26554,138134,32848,21683,118324,13322,153115,629570,51854,1616,1129,119729,74320,10109,75337,3829
2020-08-31,126058,5263,0,201835,61224,712475,57404,52879,17429,13992,623471,270471,1395,8472,32081,236724,94196,65139,42599,48396,148193,4529,108249,121018,113025,75864,82950,85635,7421,34287,69228,7275,191960,25352,434756,172879,11816,56,123155,58733,26713,138795,33199,21949,118992,13509,154933,632739,52107,1624,1134,120575,74635,10249,75603,3850
2020-09-01,127616,5297,0,202342,61497,715617,57755,53006,17535,14049,631040,272697,1447,8653,32353,238216,94891,65847,42962,49185,148882,4549,108863,121422,113820,76355,83584,86738,7509,34574,69633,7297,192290,25460,435510,174221,12000,57,124606,59398,26946,139548,33421,22002,119846,13749,156329,637721,52403,1635,1143,121593,74939,10513,76584,3874
2020-09-02,128239,5362,0,202861,62112,721281,57999,53108,17549,14077,633442,274613,1494,8991,32664,240344,95750,66463,43847,49991,149838,4568,109319,121826,114468,77085,84365,88216,7691,34995,69872,7309,192595,25612,436218,176173,12267,57,125767,60118,27075,140532,34003,22078,120503,14003,157831,641855,52822,1637,1144,122518,75377,10658,77129,3911
2020-09-03,129285,5464,0,203953,63081,726018,58267,53209,17653,14135,637013,277288,1560,9202,32927,241704,96854,67691,44394,50885,150651,4618,110012,121546,115242,78123,85116,89639,7871,35469,70223,7347,192973,25812,437107,177877,12629,57,127112,61027,27336,141570,34198,22143,121696,14337,159546,645422,53326,1637,1150,123637,75856,10855,77856,3941
2020-09-04,130393,5584,0,204681,64175,730662,58267,53365,17752,14186,640211,279354,1619,9473,33193,247298,97884,68744,45365,51677,151473,4633,110831,121758,116295,78966,85939,91228,8019,35661,70712,7368,193422,25902,437971,179534,12973,57,128444,62040,27601,142495,34241,22243,123325,14596,160597,651350,53839,1642,1150,124738,76335,11042,79354,3990
2020-09-05,131803,5677,0,205517,64690,735314,58966,53365,17892,14238,643867,281548,1619,9693,33474,250102,98961,69690,45656,52464,151473,4633,111607,122196,117191,79880,86478,93171,8164,35805,71102,7424,193747,26048,438772,180695,13334,58,129785,63187,27856,143280,34492,22243,124289,14889,162362,655815,54272,1647,1167,125681,76836,11293,80300,3990
2020-09-06,132314,5760,0,205767,65377,738856,59251,53365,18043,14279,646431,283199,1619,9855,33664,251515,99804,70215,45830,52774,152868,4683,112119,122562,117191,80587,86888,94492,8264,35886,71610,7447,194058,26107,439501,181517,13631,58,130558,63607,28044,143824,34533,22243,124952,15109,164126,658202,54660,1648,1181,126877,77235,11418,81193,4032
2020-09-07,132973,5793,0,205964,65727,740965,59464,53365,18249,14315,648269,283807,1619,9959,33738,252884,100394,70537,46337,53064,153177,4701,112883,122791,118403,81225,87130,95406,8316,35975,71967,7476,194390,26144,440021,182334,13801,59,131336,64220,28190,144540,35375,22243,125607,15300,165109,659041,55033,1651,1190,127516,77545,11575,81760,4032
2020-09-08,133606,5828,0,206045,66021,744344,59651,53782,18308,14362,650092,285350,1713,10025,33978,254276,100780,71019,47012,53319,153433,4714,113239,122962,118902,81608,87379,96181,8381,36469,72104,7494,194667,26181,440578,183399,13872,59,131992,65053,28356,145156,35504,22592,125908,15403,165754,662427,55359,1654,1191,128350,77545,11662,82477,4105
2020-09-09,134417,5891,0,206541,66406,747290,59891,53871,18308,14387,652259,287300,1758,10123,34300,255613,101485,71595,47424,53977,154955,4713,113575,123143,119872,81868,87805,97504,8468,36917,72258,7494,194994,26268,441154,184649,14110,59,132965,65929,28471,146029,35507,22676,126213,15571,166606,667500,55673,1656,1197,129229,78009,11814,83334,4152
2020-09-10,135565,6012,0,207002,66804,750961,60155,54093,18466,14412,654731,289123,1846,10292,34617,257566,102243,72458,47802,54772,155419,4760,114078,123546,120846,82249,88322,98738,8663,37373,72546,7573,195414,26429,441911,186339,14443,59,134086,66700,28654,146696,36279,22782,126592,15834,168237,669141,56019,1661,1201,130460,78467,12016,84881,4199
2020-09-11,136703,6104,0,207523,67911,754905,60462,54326,18559,14493,658381,290781,1863,10459,34950,259879,103505,73399,48370,55704,156174,4792,114724,123986,122251,82716,89175,100268,8785,37851,72806,7620,195888,26563,442791,187841,14684,59,135326,67642,28865,147703,36581,22905,129046,16117,169859,674943,56675,1668,1201,131571,79011,12177,86250,4264
2020-09-12,137646,6207,0,208128,69710,758933,60876,54326,18726,14493,661571,292905,1863,10588,35167,261999,104561,74205,48658,56415,156174,4834,115533,124540,123058,83588,89620,102290,8925,38120,73220,7652,196337,26661,443640,188945,15151,60,136568,68659,29156,148635,37092,22905,129978,16437,170891,677625,57247,1677,1211,132868,79476,12528,87603,4297
2020-09-13,138755,6268,0,208512,70219,761728,61293,54326,18849,14592,663994,294314,1863,10700,35279,263459,105804,74676,48766,56945,157455,4863,116110,124826,123058,84311,89874,103997,9021,38188,73537,7696,196634,26761,444365,189768,15577,60,137405,69354,29337,149184,37380,22905,131864,16638,171824,681885,57875,1684,1220,133742,79826,12705,89185,4346
2020-09-14,139459,6343,0,208725,70627,765134,61667,54895,18937,14622,665730,295337,1927,10779,35532,264831,106540,75064,49660,57282,157947,4904,116646,125080,124287,84949,90018,105278,9107,38642,73814,7714,196968,26842,444948,191028,15831,61,138484,70223,29337,150000,37750,23130,132680,16801,174274,685748,58438,1696,1221,134493,80138,12830,89956,4394
2020-09-15,140160,6384,0,209209,71497,768204,62079,55031,19137,14687,668846,296994,1966,10844,35810,266295,107229,75721,49989,58000,158318,4918,117245,125393,124976,85351,90523,106637,9244,38970,74040,7750,197404,26923,445714,192394,16064,61,139485,71314,29662,151044,38172,23250,133470,16994,175231,692753,59000,1702,1232,135428,80465,12986,91304,4440
2020-09-16,141087,6432,0,209907,72219,771321,62666,55166,19234,14743,671201,299056,2013,10946,36093,268238,107809,76652,50720,58764,158826,4941,117888,125699,125742,85813,91234,107853,9431,39419,74248,7781,197792,27041,446366,194062,16333,61,140518,72284,29850,151850,38284,23358,134122,17291,177087,696807,59747,1702,1232,136269,80812,13202,92712,4566
2020-09-17,141757,6537,0,211660,73211,775037,63125,55386,19318,14790,674456,300903,2045,11105,36489,270294,108646,77204,51164,59370,159304,4962,118519,126128,126722,86722,91935,109557,9647,39921,74595,7781,198361,27199,447262,195610,16723,62,141585,73318,30060,152775,38867,23488,135446,17686,178140,701350,60658,1705,1238,137367,81198,13434,94746,4652
2020-09-18,142863,6644,0,212942,74082,779491,63730,55527,19366,14852,677660,302854,2074,11217,36959,272517,109683,78839,52125,60128,160283,5002,119062,126582,127500,87807,92432,111390,9871,40387,75096,7861,198848,27350,448052,197128,17230,62,142596,74567,30342,153522,39684,23620,136318,18075,180497,704563,61775,1706,1257,138605,81602,13685,97279,4747
2020-09-19,144164,6729,0,213551,75160,783313,64336,55527,19449,14902,681233,305021,2074,11326,37247,275041,110759,79804,52486,61106,160283,5034,119744,127181,128087,88721,93087,112864,10163,40797,75419,7920,199309,27512,449038,198266,17607,68,143547,75804,30599,154236,40993,23620,137240,18444,181439,707940,62852,1710,1257,139546,82199,13889,99562,4781
2020-09-20,144962,6822,0,214021,75723,786168,64837,55527,19566,14955,683754,306155,2074,11403,37491,276443,111505,80410,52700,61542,161219,5077,120156,127540,128087,90017,93364,114170,10299,41083,75804,7947,199762,27579,449900,199085,17958,68,144309,76807,30801,154867,41838,23620,137708,18696,183514,713007,63772,1715,1269,140395,82548,14062,101227,4872
2020-09-21,145780,6892,0,214251,76364,790096,65379,56024,19667,14978,685439,307339,2147,11459,37901,277920,112027,81007,53627,61917,161462,5106,120568,127796,129662,90942,93556,115537,10429,41388,76036,7952,200154,27683,450473,200287,18244,69,145165,77908,30995,155693,42476,23932,138124,18869,184409,734778,64394,1719,1269,141022,82730,14181,102498,4944
2020-09-22,146584,6936,0,214846,76981,793065,66033,56160,19761,15021,687909,308294,2190,11522,38347,279453,112626,81618,54000,62731,162214,5146,120912,127969,130357,91422,94021,116612,10700,41785,76298,7990,200580,27790,451227,201411,18508,69,145850,79072,31313,156477,42596,24044,140789,19189,185148,741363,65044,1721,1278,141884,83193,14394,104170,5016
2020-09-23,147153,7004,0,215284,77963,796436,66649,56315,19830,15050,690499,310161,2235,11689,38743,281303,113337,82871,54846,63515,162645,5170,121297,128512,131259,92100,94573,118205,10912,42278,76807,8007,200988,27987,451892,203166,18981,69,146753,80161,31503,157336,42660,24177,141686,19634,186798,742913,65921,1722,1290,142459,83702,14515,105932,5169
2020-09-24,148206,7132,0,215852,79049,799516,67196,56472,19947,15106,693040,311698,2263,11779,39234,283559,114236,83991,55292,64158,163222,5214,121800,128993,132337,93012,95310,119561,11242,42731,77197,8044,201216,28224,452847,204875,19451,69,147744,81244,31865,158181,43842,24311,142707,20097,187690,747366,67119,1724,1290,143357,84238,14719,108324,5305
